link|title_x|description_x|loaddate
http://arxiv.org/abs/1903.12259|Efficient  Use  of  Spectral  Resources  in  Wireless  Communication  Using  Training  Data  Optimization.  (arXiv:1903.12259v1  [eess.SP])|<p>Wireless  communication  applications  has  acquired  a  vastly  increasing  rangeover  the  past  decade.  This  rapidly  increasing  demand  implies  limitations  onutilizing  wireless  resources.  One  of  the  most  important  resources  in  wirelesscommunication  is  frequency  spectrum.  This  thesis  provides  different  solutionstowards  increasing  the  spectral  efficiency.  The  first  solution  provided  in  thisthesis  is  to  use  a  more  accurate  optimization  metric:  maximal  acheivable  rate(compared  to  traditional  metric:  ergodic  capacity)  to  optimize  training  datasize  in  wireless  communication.  Training  data  symbols  are  previously  knownsymbols  to  the  receiver  inserted  in  data  packets  which  are  used  by  receiver  toacquire  channel  state  information  (CSI).  Optimizing  training  data  size  withrespect  to  our  proposed  tight  optimization  metric,  we  could  achieve  higherrates  especially  for  short  packet  and  ultra  reliable  applications.  Our  secondproposed  solution  to  increase  spectral  efficiency  is  to  design  a  multifunctioncommunication  and  sensing  platform  utilizing  a  special  training  sequencedesign.  We  proposed  a  platform  where  two  training  sequences  are  designed,  onefor  the  base-station  and  the  other  for  the  user.  By  designing  these  twotraining  sequence  such  that  they  are  uncorrelated  to  each  other,  the  basestation  will  be  able  to  distinguish  between  the  two  training  sequence.  Havingone  of  the  sequences  especially  designed  for  radar  purposes  (by  designing  itsuch  that  it  has  an  impulse-like  autocorrelation),  the  system  will  be  able  tosense  the  environment,  transmit  and  receive  the  communication  datasimultaneously.</p>|2019-04-01  22:52:19.484918
http://arxiv.org/abs/1903.12260|Digital  Signal  Processing  Techniques  for  High-Speed  Optical  Communications  Links.  (arXiv:1903.12260v1  [eess.SP])|<p>The  main  topic  of  this  thesis  is  the  application  of  advanced  Digital  SignalProcessing  (DSP)  techniques  to  high  data-rate  optical  links.  This  thesis  isdivided  in  two  parts:  Direct-Detection  systems,  and  Coherent  systems.  In  thefirst  part,  it  is  proposed  a  novel  bi-directional  architecture  for  &lt;2kmIntra-DC  link  and  a  detailed  analysis  of  self-coherent  single-sidebandtransmission  for  &lt;80km  dispersion-uncompensated  Inter-DC  link.  The  second  partinstead  focuses  on  Probabilistic  Constellation  Shaping  techniques,  and  theirimpact  on  long-haul  optical  communication  links.</p>|2019-04-01  22:52:19.484949
http://arxiv.org/abs/1903.12261|Benchmarking  Neural  Network  Robustness  to  Common  Corruptions  and  Perturbations.  (arXiv:1903.12261v1  [cs.LG])|<p>In  this  paper  we  establish  rigorous  benchmarks  for  image  classifierrobustness.  Our  first  benchmark,  ImageNet-C,  standardizes  and  expands  thecorruption  robustness  topic,  while  showing  which  classifiers  are  preferable  insafety-critical  applications.  Then  we  propose  a  new  dataset  called  ImageNet-Pwhich  enables  researchers  to  benchmark  a  classifier's  robustness  to  commonperturbations.  Unlike  recent  robustness  research,  this  benchmark  evaluatesperformance  on  common  corruptions  and  perturbations  not  worst-case  adversarialperturbations.  We  find  that  there  are  negligible  changes  in  relative  corruptionrobustness  from  AlexNet  classifiers  to  ResNet  classifiers.  Afterward  wediscover  ways  to  enhance  corruption  and  perturbation  robustness.  We  even  findthat  a  bypassed  adversarial  defense  provides  substantial  common  perturbationrobustness.  Together  our  benchmarks  may  aid  future  work  toward  networks  thatrobustly  generalize.</p>|2019-04-01  22:52:19.484980
http://arxiv.org/abs/1903.12262|Towards  Standardization  of  Data  Licenses:  The  Montreal  Data  License.  (arXiv:1903.12262v1  [cs.CY])|<p>This  paper  provides  a  taxonomy  for  the  licensing  of  data  in  the  fields  ofartificial  intelligence  and  machine  learning.  The  paper's  goal  is  to  buildtowards  a  common  framework  for  data  licensing  akin  to  the  licensing  of  opensource  software.  Increased  transparency  and  resolving  conceptual  ambiguities  inexisting  licensing  language  are  two  noted  benefits  of  the  approach  proposed  inthe  paper.  In  parallel,  such  benefits  may  help  foster  fairer  and  more  efficientmarkets  for  data  through  bringing  about  clearer  tools  and  concepts  that  betterdefine  how  data  can  be  used  in  the  fields  of  AI  and  ML.  The  paper's  approach  issummarized  in  a  new  family  of  data  license  language  -  \textit{the  Montreal  DataLicense  (MDL)}.  Alongside  this  new  license,  the  authors  and  their  collaboratorshave  developed  a  web-based  tool  to  generate  license  language  espousing  thetaxonomies  articulated  in  this  paper.</p>|2019-04-01  22:52:19.485146
http://arxiv.org/abs/1903.12264|Validation  of  a  recommender  system  for  prompting  omitted  foods  in  online  dietary  assessment  surveys.  (arXiv:1903.12264v1  [cs.CY])|<p>Recall  assistance  methods  are  among  the  key  aspects  that  improve  the  accuracyof  online  dietary  assessment  surveys.  These  methods  still  mainly  rely  onexperience  of  trained  interviewers  with  nutritional  background,  but  data  drivenapproaches  could  improve  cost-efficiency  and  scalability  of  automated  dietaryassessment.  We  evaluated  the  effectiveness  of  a  recommender  algorithm  developedfor  an  online  dietary  assessment  system  called  Intake24,  that  automates  themultiple-pass  24-hour  recall  method.  The  recommender  builds  a  model  of  eatingbehavior  from  recalls  collected  in  past  surveys.  Based  on  foods  they  havealready  selected,  the  model  is  used  to  remind  respondents  of  associated  foodsthat  they  may  have  omitted  to  report.  The  performance  of  prompts  generated  bythe  model  was  compared  to  that  of  prompts  hand-coded  by  nutritionists  in  twodietary  studies.  The  results  of  our  studies  demonstrate  that  the  recommendersystem  is  able  to  capture  a  higher  number  of  foods  omitted  by  respondents  ofonline  dietary  surveys  than  prompts  hand-coded  by  nutritionists.  However,  theconsiderably  lower  precision  of  generated  prompts  indicates  an  opportunity  forfurther  improvement  of  the  system.</p>|2019-04-01  22:52:19.485187
http://arxiv.org/abs/1903.12266|Generative  Adversarial  Networks:  recent  developments.  (arXiv:1903.12266v1  [cs.LG])|<p>In  traditional  generative  modeling,  good  data  representation  is  very  often  abase  for  a  good  machine  learning  model.  It  can  be  linked  to  goodrepresentations  encoding  more  explanatory  factors  that  are  hidden  in  theoriginal  data.  With  the  invention  of  Generative  Adversarial  Networks  (GANs),  asubclass  of  generative  models  that  are  able  to  learn  representations  in  anunsupervised  and  semi-supervised  fashion,  we  are  now  able  to  adversariallylearn  good  mappings  from  a  simple  prior  distribution  to  a  target  datadistribution.  This  paper  presents  an  overview  of  recent  developments  in  GANswith  a  focus  on  learning  latent  space  representations.</p>|2019-04-01  22:52:19.485226
http://arxiv.org/abs/1903.12269|Bit-Flip  Attack:  Crushing  Neural  Network  withProgressive  Bit  Search.  (arXiv:1903.12269v1  [cs.CV])|<p>Several  important  security  issues  of  Deep  Neural  Network  (DNN)  have  beenraised  recently  associated  with  different  applications  and  components.  The  mostwidely  investigated  security  concern  of  DNN  is  from  its  malicious  input,  a.k.aadversarial  example.  Nevertheless,  the  security  challenge  of  DNN's  parametersis  not  well  explored  yet.  In  this  work,  we  are  the  first  to  propose  a  novel  DNNweight  attack  methodology  called  Bit-Flip  Attack  (BFA)  which  can  crush  a  neuralnetwork  through  maliciously  flipping  extremely  small  amount  of  bits  within  itsweight  storage  memory  system  (i.e.,  DRAM).  The  bit-flip  operations  could  beconducted  through  well-known  Row-Hammer  attack,  while  our  main  contribution  isto  develop  an  algorithm  to  identify  the  most  vulnerable  bits  of  DNN  weightparameters  (stored  in  memory  as  binary  bits),  that  could  maximize  the  accuracydegradation  with  a  minimum  number  of  bit-flips.  Our  proposed  BFA  utilizes  aProgressive  Bit  Search  (PBS)  method  which  combines  gradient  ranking  andprogressive  search  to  identify  the  most  vulnerable  bit  to  be  flipped.  With  theaid  of  PBS,  we  can  successfully  attack  a  ResNet-18  fully  malfunction  (i.e.,top-1  accuracy  degrade  from  69.8%  to  0.1%)  only  through  13  bit-flips  out  of  93million  bits,  while  randomly  flipping  100  bits  merely  degrades  the  accuracy  byless  than  1%.</p>|2019-04-01  22:52:19.485259
http://arxiv.org/abs/1903.12270|Implementing  Noise  with  Hash  functions  for  Graphics  Processing  Units.  (arXiv:1903.12270v1  [cs.GR])|<p>We  propose  a  modification  to  Perlin  noise  which  use  computable  hash  functionsinstead  of  textures  as  lookup  tables.  We  implemented  the  FNV1,  Jenkins  andMurmur  hashes  on  Shader  Model  4.0  Graphics  Processing  Units  for  noisegeneration.  Modified  versions  of  the  FNV1  and  Jenkins  hashes  provide  very  closeperformance  compared  to  a  texture  based  Perlin  noise  implementation.  Our  noisemodification  enables  noise  function  evaluation  without  any  texture  fetches,trading  computational  power  for  memory  bandwidth.</p>|2019-04-01  22:52:19.485289
http://arxiv.org/abs/1903.12271|In  Search  of  Meaning:  Lessons,  Resources  and  Next  Steps  for  Computational  Analysis  of  Financial  Discourse.  (arXiv:1903.12271v1  [cs.CL])|<p>We  critically  assess  mainstream  accounting  and  finance  research  applyingmethods  from  computational  linguistics  (CL)  to  study  financial  discourse.  Wealso  review  common  themes  and  innovations  in  the  literature  and  assess  theincremental  contributions  of  work  applying  CL  methods  over  manual  contentanalysis.  Key  conclusions  emerging  from  our  analysis  are:  (a)  accounting  andfinance  research  is  behind  the  curve  in  terms  of  CL  methods  generally  and  wordsense  disambiguation  in  particular;  (b)  implementation  issues  mean  the  proposedbenefits  of  CL  are  often  less  pronounced  than  proponents  suggest;  (c)structural  issues  limit  practical  relevance;  and  (d)  CL  methods  and  highquality  manual  analysis  represent  complementary  approaches  to  analyzingfinancial  discourse.  We  describe  four  CL  tools  that  have  yet  to  gain  tractionin  mainstream  AF  research  but  which  we  believe  offer  promising  ways  to  enhancethe  study  of  meaning  in  financial  discourse.  The  four  tools  are  named  entityrecognition  (NER),  summarization,  semantics  and  corpus  linguistics.</p>|2019-04-01  22:52:19.485320
http://arxiv.org/abs/1903.12272|Deep  Convolutional  Spiking  Neural  Networks  for  Image  Classification.  (arXiv:1903.12272v1  [cs.NE])|<p>Spiking  neural  networks  are  biologically  plausible  counterparts  of  theartificial  neural  networks,  artificial  neural  networks  are  usually  trained  withstochastic  gradient  descent  and  spiking  neural  networks  are  trained  with  spiketiming  dependant  plasticity.  Training  deep  convolutional  neural  networks  is  amemory  and  power  intensive  job.  Spiking  networks  could  potentially  help  inreducing  the  power  usage.  There  is  a  large  pool  of  tools  for  one  to  chose  totrain  artificial  neural  networks  of  any  size,  on  the  other  hand  all  theavailable  tools  to  simulate  spiking  neural  networks  are  geared  towardscomputational  neuroscience  applications  and  they  are  not  suitable  for  real  lifeapplications.  In  this  work  we  focus  on  implementing  a  spiking  CNN  usingTensorflow  to  examine  behaviour  of  the  network  and  empirically  study  the  effectof  various  parameters  on  learning  capabilities  and  also  study  catastrophicforgetting  in  the  spiking  CNN  and  weight  initialization  problem  in  R-STDP  usingMNIST  and  N-MNIST  data  sets.</p>|2019-04-01  22:52:19.485351
http://arxiv.org/abs/1903.12282|An  Empirical  Study  of  Obsolete  Answers  on  Stack  Overflow.  (arXiv:1903.12282v1  [cs.SE])|<p>Stack  Overflow  accumulates  an  enormous  amount  of  software  engineeringknowledge.  However,  as  time  passes,  certain  knowledge  in  answers  may  becomeobsolete.  Such  obsolete  answers,  if  not  identified  or  documented  clearly,  maymislead  answer  seekers  and  cause  unexpected  problems  (e.g.,  using  an  out-datedsecurity  protocol).  In  this  paper,  we  investigate  how  the  knowledge  in  answersbecomes  obsolete  and  identify  the  characteristics  of  such  obsolete  answers.  Wefind  that:  1)  More  than  half  of  the  obsolete  answers  (58.4%)  were  probablyalready  obsolete  when  they  were  first  posted.  2)  When  an  obsolete  answer  isobserved,  only  a  small  proportion  (20.5%)  of  such  answers  are  ever  updated.  3)Answers  to  questions  in  certain  tags  (e.g.,  node.js,  ajax,  android,  andobjective-c)  are  more  likely  to  become  obsolete.  Our  findings  suggest  thatStack  Overflow  should  develop  mechanisms  to  encourage  the  whole  community  tomaintain  answers  (to  avoid  obsolete  answers)  and  answer  seekers  are  encouragedto  carefully  go  through  all  information  (e.g.,  comments)  in  answer  threads.</p>|2019-04-01  22:52:19.485428
