link|title|description
http://arxiv.org/abs/1903.11693|Highly  cited  references  in  PLOS  ONE  and  their  in-text  usage  over  time.  (arXiv:1903.11693v1  [cs.DL])|<p>In  this  article,  we  describe  highly  cited  publications  in  a  PLOS  ONEfull-text  corpus.  For  these  publications,  we  analyse  the  citation  contextsconcerning  their  position  in  the  text  and  their  age  at  the  time  of  citing.  Byselecting  the  perspective  of  highly  cited  papers,  we  can  distinguish  them  basedon  the  context  during  citation  even  if  we  do  not  have  any  other  informationsource  or  metrics.  We  describe  the  top  cited  references  based  on  how,  when  andin  which  context  they  are  cited.  The  focus  of  this  study  is  on  a  timeperspective  to  explain  the  nature  of  the  reception  of  highly  cited  papers.  Wehave  found  that  these  references  are  distinguishable  by  the  IMRaD  sections  oftheir  citation.  And  further,  we  can  show  that  the  section  usage  of  highly  citedpapers  is  time-dependent.  The  longer  the  citation  interval,  the  higher  theprobability  that  a  reference  is  cited  in  a  method  section.</p>
http://arxiv.org/abs/1903.11694|Studying  the  Impact  of  Power  Capping  on  MapReduce-based,  Data-intensive  Mini-applications  on  Intel  KNL  and  KNM  Architectures.  (arXiv:1903.11694v1  [cs.DC])|<p>In  this  poster,  we  quantitatively  measure  the  impacts  of  data  movement  onperformance  in  MapReduce-based  applications  when  executed  on  HPC  systems.  Weleverage  the  PAPI  'powercap'  component  to  identify  ideal  conditions  forexecution  of  our  applications  in  terms  of  (1)  dataset  characteristics  (i.e.,unique  words);  (2)  HPC  system  (i.e.,  KNL  and  KNM);  and  (3)  implementation  ofthe  MapReduce  programming  model  (i.e.,  with  or  without  combiner  optimizations).Results  confirm  the  high  energy  and  runtime  costs  of  data  movement,  and  thebenefits  of  the  combiner  optimization  on  these  costs.</p>
http://arxiv.org/abs/1903.11696|Stable  prediction  with  radiomics  data.  (arXiv:1903.11696v1  [stat.ML])|<p>Motivation:  Radiomics  refers  to  the  high-throughput  mining  of  quantitativefeatures  from  radiographic  images.  It  is  a  promising  field  in  that  it  mayprovide  a  non-invasive  solution  for  screening  and  classification.  Standardmachine  learning  classification  and  feature  selection  techniques,  however,  tendto  display  inferior  performance  in  terms  of  (the  stability  of)  predictiveperformance.  This  is  due  to  the  heavy  multicollinearity  present  in  radiomicdata.  We  set  out  to  provide  an  easy-to-use  approach  that  deals  with  thisproblem.</p><p>Results:  We  developed  a  four-step  approach  that  projects  the  originalhigh-dimensional  feature  space  onto  a  lower-dimensional  latent-feature  space,while  retaining  most  of  the  covariation  in  the  data.  It  consists  of  (i)penalized  maximum  likelihood  estimation  of  a  redundancy  filtered  correlationmatrix.  The  resulting  matrix  (ii)  is  the  input  for  a  maximum  likelihood  factoranalysis  procedure.  This  two-stage  maximum-likelihood  approach  can  be  used  to(iii)  produce  a  compact  set  of  stable  features  that  (iv)  can  be  directly  usedin  any  (regression-based)  classifier  or  predictor.  It  outperforms  otherclassification  (and  feature  selection)  techniques  in  both  external  and  internalvalidation  settings  regarding  survival  in  squamous  cell  cancers.</p>
http://arxiv.org/abs/1903.11700|A  Conceptual  Framework  for  Assessing  Anonymization-Utility  Trade-Offs  Based  on  Principal  Component  Analysis.  (arXiv:1903.11700v1  [cs.CR])|<p>An  anonymization  technique  for  databases  is  proposed  that  employs  PrincipalComponent  Analysis.  The  technique  aims  at  releasing  the  least  possible  amountof  information,  while  preserving  the  utility  of  the  data  released  in  responseto  queries.  The  general  scheme  is  described,  and  alternative  metrics  areproposed  to  assess  utility,  based  respectively  on  matrix  norms;  correlationcoefficients;  divergence  measures,  and  quality  indices  of  database  images.  Thisapproach  allows  to  properly  measure  the  utility  of  output  data  and  incorporatethat  measure  in  the  anonymization  method.</p>
http://arxiv.org/abs/1903.11701|Zero-shot  Image  Recognition  Using  Relational  Matching,  Adaptation  and  Calibration.  (arXiv:1903.11701v1  [cs.CV])|<p>Zero-shot  learning  (ZSL)  for  image  classification  focuses  on  recognizingnovel  categories  that  have  no  labeled  data  available  for  training.  The  learningis  generally  carried  out  with  the  help  of  mid-level  semantic  descriptorsassociated  with  each  class.  This  semantic-descriptor  space  is  generally  sharedby  both  seen  and  unseen  categories.  However,  ZSL  suffers  from  hubness,  domaindiscrepancy  and  biased-ness  towards  seen  classes.  To  tackle  these  problems,  wepropose  a  three-step  approach  to  zero-shot  learning.  Firstly,  a  mapping  islearned  from  the  semantic-descriptor  space  to  the  image-feature  space.  Thismapping  learns  to  minimize  both  one-to-one  and  pairwise  distances  betweensemantic  embeddings  and  the  image  features  of  the  corresponding  classes.Secondly,  we  propose  test-time  domain  adaptation  to  adapt  the  semanticembedding  of  the  unseen  classes  to  the  test  data.  This  is  achieved  by  findingcorrespondences  between  the  semantic  descriptors  and  the  image  features.Thirdly,  we  propose  scaled  calibration  on  the  classification  scores  of  the  seenclasses.  This  is  necessary  because  the  ZSL  model  is  biased  towards  seen  classesas  the  unseen  classes  are  not  used  in  the  training.  Finally,  to  validate  theproposed  three-step  approach,  we  performed  experiments  on  four  benchmarkdatasets  where  the  proposed  method  outperformed  previous  results.  We  alsostudied  and  analyzed  the  performance  of  each  component  of  our  proposed  ZSLframework.</p>
http://arxiv.org/abs/1903.11702|Efficient  Nonlinear  Fourier  Transform  Algorithms  of  Order  Four  on  Equispaced  Grid.  (arXiv:1903.11702v1  [cs.NA])|<p>We  explore  two  classes  of  exponential  integrators  in  this  letter  to  designnonlinear  Fourier  transform  (NFT)  algorithms  with  a  desired  accuracy-complexitytrade-off  and  a  convergence  order  of  $4$  on  an  equispaced  grid.  The  integratingfactor  based  method  in  the  class  of  Runge-Kutta  methods  yield  algorithms  withcomplexity  $O(Nlog^2N)$  (where  $N$  is  the  number  of  samples  of  the  signal)which  have  superior  accuracy-complexity  trade-off  than  any  of  the  fast  methodsknown  currently.  The  integrators  based  on  Magnus  series  expansion,  namely,standard  and  commutator-free  Magnus  methods  yield  algorithms  of  complexity$O(N^2)$  that  have  superior  error  behavior  even  for  moderately  small  step-sizesand  higher  signal  strengths.</p>
http://arxiv.org/abs/1903.11703|Recurrent  Neural  Networks  For  Accurate  RSSI  Indoor  Localization.  (arXiv:1903.11703v1  [eess.SP])|<p>This  paper  proposes  recurrent  neuron  networks  (RNNs)  for  a  fingerprintingindoor  localization  using  WiFi.  Instead  of  locating  user's  position  one  at  atime  as  in  the  cases  of  conventional  algorithms,  our  RNN  solution  aims  attrajectory  positioning  and  takes  into  account  the  relation  among  the  receivedsignal  strength  indicator  (RSSI)  measurements  in  a  trajectory.  Furthermore,  aweighted  average  filter  is  proposed  for  both  input  RSSI  data  and  sequentialoutput  locations  to  enhance  the  accuracy  among  the  temporal  fluctuations  ofRSSI.  The  results  using  different  types  of  RNN  including  vanilla  RNN,  longshort-term  memory  (LSTM),  gated  recurrent  unit  (GRU)  and  bidirectional  LSTM(BiLSTM)  are  presented.  On-site  experiments  demonstrate  that  the  proposedstructure  achieves  an  average  localization  error  of  $0.75$  m  with  $80%$  of  theerrors  under  $1$  m,  which  outperforms  the  conventional  KNN  algorithms  andprobabilistic  algorithms  by  approximately  $30%$  under  the  same  testenvironment.</p>
http://arxiv.org/abs/1903.11712|A  Multi  Hidden  Recurrent  Neural  Network  with  a  Modified  Grey  Wolf  Optimizer.  (arXiv:1903.11712v1  [cs.NE])|<p>Identifying  university  students'  weaknesses  results  in  better  learning  andcan  function  as  an  early  warning  system  to  enable  students  to  improve.  However,the  satisfaction  level  of  existing  systems  is  not  promising.  New  and  dynamichybrid  systems  are  needed  to  imitate  this  mechanism.  A  hybrid  system  (amodified  Recurrent  Neural  Network  with  an  adapted  Grey  Wolf  Optimizer)  is  usedto  forecast  students'  outcomes.  This  proposed  system  would  improve  instructionby  the  faculty  and  enhance  the  students'  learning  experiences.  The  results  showthat  a  modified  recurrent  neural  network  with  an  adapted  Grey  Wolf  Optimizerhas  the  best  accuracy  when  compared  with  other  models.</p>
http://arxiv.org/abs/1903.11714|High  Performance  Monte  Carlo  Simulation  of  Ising  Model  on  TPU  Clusters.  (arXiv:1903.11714v1  [cs.DC])|<p>Large  scale  deep  neural  networks  profited  from  an  emerging  class  of  AIaccelerators.  Although  the  accelerators  are  specialized  for  machine  learning,some  of  their  designs  are  general  enough  for  other  computing  intensiveapplications.  Cloud  TPU,  as  one  of  them,  offers  tremendous  computing  resourcesand  is  easily  accessible  through  TensorFlow  by  expressing  the  computation  in  agraph.  In  this  paper,  we  leverage  this  powerful  hardware  combined  with  theexpressiveness  of  TensorFlow  to  simulate  the  Ising  model  on  a  $2$-dimensionallattice.  We  modify  the  computationally  intensive  part  of  the  checkerboardalgorithm  into  matrix  operations  to  exploit  Cloud  TPU's  highly  efficient  matrixunit.  In  our  experiments,  we  demonstrate  that  our  implementation  outperformsthe  best  published  benchmarks  to  our  knowledge  by  60%  in  single  core  and  250%in  multiple  cores  with  linear  scaling.  We  also  show  the  performance  improvementof  using  low  precision  arithmetic---bfloat16  instead  of  float32---withoutsacrificing  any  accuracy.</p>
http://arxiv.org/abs/1903.11719|Fairness  in  Algorithmic  Decision  Making:  An  Excursion  Through  the  Lens  of  Causality.  (arXiv:1903.11719v1  [cs.LG])|<p>As  virtually  all  aspects  of  our  lives  are  increasingly  impacted  byalgorithmic  decision  making  systems,  it  is  incumbent  upon  us  as  a  society  toensure  such  systems  do  not  become  instruments  of  unfair  discrimination  on  thebasis  of  gender,  race,  ethnicity,  religion,  etc.  We  consider  the  problem  ofdetermining  whether  the  decisions  made  by  such  systems  are  discriminatory,through  the  lens  of  causal  models.  We  introduce  two  definitions  of  groupfairness  grounded  in  causality:  fair  on  average  causal  effect  (FACE),  and  fairon  average  causal  effect  on  the  treated  (FACT).  We  use  the  Rubin-Neymanpotential  outcomes  framework  for  the  analysis  of  cause-effect  relationships  torobustly  estimate  FACE  and  FACT.  We  demonstrate  the  effectiveness  of  ourproposed  approach  on  synthetic  data.  Our  analyses  of  two  real-world  data  sets,the  Adult  income  data  set  from  the  UCI  repository  (with  gender  as  the  protectedattribute),  and  the  NYC  Stop  and  Frisk  data  set  (with  race  as  the  protectedattribute),  show  that  the  evidence  of  discrimination  obtained  by  FACE  and  FACT,or  lack  thereof,  is  often  in  agreement  with  the  findings  from  other  studies.  Wefurther  show  that  FACT,  being  somewhat  more  nuanced  compared  to  FACE,  can  yieldfindings  of  discrimination  that  differ  from  those  obtained  using  FACE.</p>
